id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
9397.0,en,Evolution,27.325,2001-06-08,6.0,1672.0,"['Comedy', 'Science Fiction', 'Action']","A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",98376292.0,101.0,Coming to wipe that silly smile off your planet.
14048.0,en,Man on Wire,9.314,2008-07-25,7.5,667.0,['Documentary'],"On August 7th 1974, French tightrope walker Philippe Petit stepped out on a high wire, illegally rigged between New York's World Trade Center twin towers, then the world's tallest buildings. After nearly an hour of performing on the wire, 1,350 feet above the sidewalks of Manhattan, he was arrested. This fun and spellbinding documentary chronicles Philippe Petit's ""highest"" achievement.",2957978.0,94.0,1974. 1350 feet up. The artistic crime of the century.
612706.0,en,Work It,15.947,2020-08-07,7.7,933.0,"['Comedy', 'Music']",A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,0.0,93.0,Dance to your own beat.
431072.0,en,Step Sisters,12.19,2018-01-19,6.5,397.0,['Comedy'],"Jamilah has her whole life figured out. She's the president of her black sorority, captain of their champion step dance crew, is student liaison to the college dean, and her next move is on to Harvard Law School. She's got it all, right? But when the hard-partying white girls from Sigma Beta Beta embarrass the school, Jamilah is ordered to come to the rescue. Her mission is to not only teach the rhythmically-challenged girls how to step dance, but to win the Steptacular, the most competitive of dance competitions. With the SBBs reputations and charter on the line, and Jamilah's dream of attending Harvard in jeopardy, these outcast screw-ups and their unlikely teacher stumble through one hilarious misstep after another. Cultures clash, romance blossoms, and sisterhood prevails as everyone steps out of their comfort zones.",0.0,104.0,Stomp it like it's hot
230652.0,en,Pirates of the Caribbean: Tales of the Code – Wedlocked,9.715,2011-10-18,7.0,46.0,"['Adventure', 'Action', 'Fantasy']","Wenches Scarlett and Giselle fix each other up for their wedding, in which they would each marry their groom. Upon realizing that both their grooms were the same man, Jack Sparrow, the two wenches found themselves in an auction led by the Auctioneer. This short film serves as a prequel to The Curse of the Black Pearl, and explains just why Jack Sparrow's boat the Jolly Mon was seen sinking at the beginning of the whole story; why the wenches were so upset with him; and how Cotton lost his tongue.",0.0,10.0,That scoundrel! Thinks he can marry the both of us!
70868.0,en,I Don't Know How She Does It,20.941,2011-09-16,5.2,312.0,"['Romance', 'Comedy']","A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",31410151.0,89.0,"If it were easy, men would do it too."
12163.0,en,The Wrestler,17.668,2008-09-07,7.5,2756.0,"['Drama', 'Romance']","Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",44703995.0,109.0,Love. Pain. Glory.
9779.0,en,The Sisterhood of the Traveling Pants,10.076,2005-06-01,6.5,1091.0,"['Drama', 'Comedy']","Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",39053061.0,119.0,Laugh. Cry. Share the pants.
6538.0,en,Charlie Wilson's War,14.221,2007-12-19,6.6,1081.0,"['Comedy', 'Drama', 'History']","The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",119000410.0,102.0,Based on a true story. You think we could make all this up?
52629.0,es,El Infierno,40.26,2010-09-03,7.8,370.0,"['Drama', 'Crime', 'Comedy']","Benjamin Garcia, Benny is deported from the United States. Back home and against a bleak picture, Benny gets involved in the drug business, in which he has for the first time in his life, a spectacular rise surrounded by money, women, violence and fun. But very soon he will discover that criminal life does not always keep its promises.",0.0,145.0,"Mexico 2010, Hell... nothing to celebrate"
342571.0,es,Una última y nos vamos,9.366,2015-05-29,7.9,55.0,"['Family', 'Comedy', 'Adventure']",A group of mariachis receives a letter to be part of the National Mariachi Contest in Mexico City. In order to be able to win they will need to travel together and solve their differences since their prime was 30 years ago.,0.0,111.0,"You don't have to come first, but you should know how to get there."
37958.0,en,Immortals,25.394,2011-11-10,5.9,2024.0,"['Fantasy', 'Action', 'Drama']","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",226904017.0,110.0,The Gods need a hero.
19898.0,en,Pandorum,24.568,2009-09-08,6.5,1770.0,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']","Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",20648328.0,108.0,Don't fear the end of the world. Fear what happens next.
719164.0,en,Women,219.924,2021-04-08,6.1,14.0,['Thriller'],A small town detective while investigating the disappearance of a local woman comes across an unassuming Sociology professor who is hiding a secret life.,0.0,90.0,Don't Scream. Don't Run. Survive.
400155.0,en,Hotel Transylvania 3: Summer Vacation,133.111,2018-06-28,6.9,3332.0,"['Family', 'Fantasy', 'Comedy', 'Animation']","Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",528600000.0,97.0,Family vacation. It will suck the life out of you.
511785.0,en,Alex Strangelove,11.904,2018-04-16,6.6,1374.0,"['Comedy', 'Drama']","Alex Truelove is on a quest to lose his virginity, an event eagerly awaited by his patient girlfriend and cheered on with welcome advice by his rowdy friends. But Alex, a super gregarious dude, is oddly unmotivated. A magical house party throws Alex into the presence of Elliot, a hunky college guy, who pegs Alex as gay and flirts hard. Alex is taken aback but after a series of setbacks on the girlfriend front he takes the plunge and learns some interesting new facts about himself.",0.0,99.0,Love can be confusing
14202.0,en,The Painted Veil,9.503,2006-01-01,7.3,862.0,"['Romance', 'Drama']","A British medical doctor fights a cholera outbreak in a small Chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife.",26910847.0,125.0,Sometimes the greatest journey is the distance between two people.
19084.0,en,Johnson Family Vacation,8.861,2004-04-07,5.3,133.0,"['Comedy', 'Family']","Nate Johnson, a Los Angeles man estranged from his wife and three children, decides to reconnect with his family by taking them with him on a road trip to Missouri for a big family reunion.",31179516.0,97.0,Take the ride.
9293.0,en,John Tucker Must Die,12.033,2006-07-27,6.2,1117.0,"['Comedy', 'Romance']","After discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation.",41009669.0,87.0,Don't Get Mad. Get Even.
13179.0,en,Tinker Bell,35.273,2008-09-11,6.7,1049.0,"['Animation', 'Family', 'Adventure', 'Fantasy']","Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""",0.0,78.0,Enter the world of fairies
10562.0,en,Under Suspicion,8.97,2000-09-24,6.2,325.0,"['Thriller', 'Crime', 'Drama']","A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",260562.0,110.0,"In a world of secrets, the truth is never what it seems."
59981.0,en,Legends of Oz: Dorothy's Return,14.865,2014-05-08,6.0,211.0,"['Animation', 'Family', 'Fantasy']","Dorothy wakes up in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends the Scarecrow, the Lion, the Tin Man and Glinda from a devious new villain, the Jester. Wiser the owl, Marshal Mallow, China Princess and Tugg the tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City.",18662027.0,88.0,There's trouble in OZ...
9606.0,ja,メトロポリス,20.536,2001-05-26,7.0,310.0,"['Animation', 'Science Fiction']","Kenichi and his detective uncle, Shunsaku Ban, leave Japan to visit Metropolis, in search of the criminal, Dr. Laughton. However, when they finally find Dr. Laughton, Kenichi and Shunsaku find themselves seperated and plunged into the middle of a larger conspiracy. While Shunsaku searches for his nephew and explanations, Kenichi tries to protect Tima (a mysterious young girl), from Duke Red and his adopted son Rock, both of whom have very different reasons for wanting to find her.",4035192.0,108.0,Welcome to Metropolis
640.0,en,Catch Me If You Can,40.067,2002-12-25,7.9,11689.0,"['Drama', 'Crime']","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",352114312.0,141.0,The true story of a real fake.
2310.0,en,Beowulf,19.354,2007-11-05,5.8,2196.0,"['Adventure', 'Action', 'Animation']","A 6th-century Scandinavian warrior named Beowulf embarks on a mission to slay the man-like ogre, Grendel.",195735876.0,115.0,Evil breeds pain.
7350.0,en,The Bucket List,18.31,2007-12-25,7.2,2848.0,"['Drama', 'Comedy']","Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",175372502.0,97.0,Find the joy.
177494.0,en,Veronica Mars,9.841,2014-03-13,6.6,898.0,"['Comedy', 'Drama', 'Crime']","Years after walking away from her past as a teenage private eye, Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.",3485127.0,107.0,She thought she was out.
335791.0,en,When the Bough Breaks,17.652,2016-09-09,5.8,310.0,"['Mystery', 'Drama', 'Horror']",A surrogate mother harbors a deadly secret desire for a family of her own with the husband who is expecting to raise her child.,30658387.0,97.0,She's carrying more than just a secret.
599281.0,en,Fear of Rain,40.276,2021-02-12,7.2,299.0,"['Thriller', 'Horror', 'Drama']","A teenage girl living with schizophrenia begins to suspect her neighbor has kidnapped a child. Her parents try desperately to help her live a normal life, without exposing their own tragic secrets, and the only person who believes her is Caleb – a boy she isn’t even sure exists.",0.0,109.0,Some voices you can't outrun.
272878.0,en,Max,31.724,2015-06-26,7.1,618.0,"['Adventure', 'Drama']",A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,43967255.0,111.0,Best Friend. Hero. Marine.
1427.0,en,Perfume: The Story of a Murderer,41.258,2006-09-13,7.3,3414.0,"['Crime', 'Fantasy', 'Drama']","Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",132180323.0,147.0,Based on the best-selling novel
426613.0,en,The Miseducation of Cameron Post,23.957,2018-07-18,6.9,735.0,['Drama'],"Pennsylvania, 1993. After getting caught with another girl, teenager Cameron Post is sent to a conversion therapy center run by the strict Dr. Lydia Marsh and her brother, Reverend Rick, whose treatment consists in repenting for feeling “same sex attraction.” Cameron befriends fellow sinners Jane and Adam, thus creating a new family to deal with the surrounding intolerance.",2019874.0,92.0,Come as you are.
27098.0,sv,Lust och fägring stor,17.826,1995-03-08,6.5,73.0,"['Drama', 'Romance', 'War']","Stig is a 15-year-old pupil of 37-year-old teacher Viola. He is attracted by her beauty and maturity while she is drawn to him by his youth and innocence, a godsent relief from her drunk and miserable husband.",0.0,130.0,He was a student. She was his teacher. Their love was forbidden.
10489.0,en,Cujo,22.438,1983-08-10,6.0,686.0,"['Horror', 'Thriller']","A friendly St. Bernard named ""Cujo"" contracts rabies and conducts a reign of terror on a small American town.",21200000.0,93.0,Now there's a new name for terror...
9829.0,en,United 93,17.693,2006-04-28,7.1,1057.0,"['Drama', 'History', 'Crime', 'Thriller', 'Action']","A real-time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",76286096.0,111.0,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth."
9767.0,en,The Break-Up,17.229,2006-06-01,5.8,2159.0,"['Romance', 'Comedy']","Pushed to the breaking-up point after their latest 'why can't you do this one little thing for me?' argument, Brooke calls it quits with her boyfriend Gary. What follows is a hilarious series of remedies, war tactics, overtures and undermining tricks – all encouraged by the former couple's friends and confidantes …and the occasional total stranger! When neither ex is willing to move out of their shared apartment, the only solution is to continue living as hostile roommates until one of them reaches breaking point.",205668210.0,106.0,…pick a side.
360387.0,en,Blunt Force Trauma,15.993,2015-10-05,5.1,64.0,['Action'],"Follows the journey of John and Colt, gunfighters and sometime lovers, on parallel but very different journeys through an underground dueling culture.",0.0,92.0,In the world of underground dueling the only rule is to survive
664416.0,en,Beastie Boys Story,13.023,2020-04-24,7.8,79.0,"['Music', 'Documentary']","Here’s a little story they’re about to tell… Mike Diamond and Adam Horovitz share the story of their band and 40 years of friendship in a live documentary directed by friend, collaborator, and their former grandfather, Spike Jonze.",0.0,119.0,Here’s a little story they're about to tell...
77805.0,en,Lovelace,37.562,2013-08-08,6.0,522.0,['Drama'],"Story of Linda Lovelace, who is used and abused by the porn industry at the behest of her coercive husband, before taking control of her life.",1585582.0,92.0,The truth goes deeper than you think.
582306.0,en,Assassin 33 A.D.,20.365,2020-01-24,5.3,86.0,['Science Fiction'],"When a billionaire gives a group of young scientists unlimited resources to study the science of matter transfer, the scientists unlock the secrets of time travel. But they soon find out that the project is backed by a militant extremist group, and the billionaire plans to go back in time and prove that Jesus never rose from the dead.",0.0,108.0,What if the greatest event in human history was erased?
6552.0,en,Idle Hands,12.326,1999-04-30,6.1,452.0,"['Comedy', 'Horror', 'Fantasy']","Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",4152230.0,92.0,The touching story of a boy and his right hand.
9696.0,ja,殺し屋1,19.277,2001-12-22,7.1,639.0,"['Action', 'Crime', 'Horror']","As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of.",0.0,129.0,Love really hurts
13596.0,en,My Best Friend's Girl,52.892,2008-09-19,5.6,552.0,"['Romance', 'Comedy']","When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",41624687.0,101.0,It's funny what love can make you do...
16258.0,en,The Butterfly Effect 3: Revelations,16.553,2009-01-09,5.4,420.0,"['Science Fiction', 'Thriller', 'Drama', 'Crime']","The story revolves around a man trying to uncover the mysterious death of his girlfriend and save an innocent man from the death chamber in the process, by using his unique power to time travel. However in attempting to do this, he also frees a spiteful serial-killer.",0.0,90.0,Death repeats itself.
539892.0,en,Freaks,79.211,2019-09-13,6.9,766.0,"['Science Fiction', 'Thriller', 'Drama', 'Mystery']","Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world, where Abnormals create a constant threat—or so she believes. When a mysterious stranger offers her a glimpse of what's really happening outside, Chloe soon finds that while the truth isn't so simple, the danger is very real.",333593.0,105.0,They look just like us
417643.0,en,In Darkness,11.376,2018-05-25,6.1,375.0,"['Thriller', 'Mystery']",A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,217427.0,100.0,Fear Blinds the Truth
397992.0,en,Fair Haven,7.794,2017-03-03,6.5,59.0,['Drama'],"After a long stint in gay conversion therapy, James, a young piano prodigy, returns home to his family farm and his emotionally-distant father, Richard. After Richard pressures James to give up his music career and take over the farm, James agrees as a way to make up for his past. Soon, however, James finds himself face-to-face with a former lover, Charlie, who wants to help him turn away from his new beliefs and family expectations and follow his dreams of studying music.",0.0,90.0,Everyone deserves a chance at finding happiness.
5458.0,en,Cruel Intentions 2,14.966,2000-11-09,4.9,271.0,['Drama'],"After his precocious behavior has gotten him bounced out of one more in a string of exclusive private schools, 16-year old Sebastian Valmont has arrived in New York City to live with his father and stepmother. The cunning and handsome Sebastian may have met his match, however in his equally manipulative and beautiful stepsister Kathryn Merteuil.",0.0,87.0,Seduce and destroy.
11970.0,en,Hercules,71.102,1997-06-20,7.5,5876.0,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']","Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",252712101.0,93.0,Zero to Hero!
12279.0,en,Spy Kids 3-D: Game Over,53.799,2003-07-25,5.1,1691.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']","Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",197011982.0,84.0,3rd Mission. 3rd Dimension.
9952.0,en,Rescue Dawn,10.28,2006-09-09,6.9,886.0,"['Adventure', 'Drama', 'War']",A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,7177143.0,120.0,A true story of survival... declassified.
11838.0,ja,呪怨,13.966,2002-10-18,6.8,533.0,['Horror'],"Volunteer home-care worker Rika is assigned to visit a family, she is cursed and chased by two revengeful fiends: Kayako, a woman brutally murdered by her husband and her son Toshio. Each person that lives in or visits the haunted house is murdered or disappears.",325680.0,92.0,When a grudge from the dead passes to the living - Who is safe?
369032.0,en,Carnage Park,7.025,2016-07-01,5.3,90.0,"['Action', 'Crime', 'Horror', 'Thriller']","Part crime caper gone awry, part survival horror film, this 1970s set thriller depicts a harrowing fight for survival after a pair of wannabe crooks botch a bank heist and flee into the desert, where they inexplicably stumble upon Carnage Park, a remote stretch of wilderness occupied by a psychotic ex-military sniper.",0.0,81.0,"Out here, God don't pick no favorites"
276905.0,en,Norm of the North,16.375,2016-01-14,4.7,274.0,"['Adventure', 'Animation', 'Comedy', 'Family']","Polar bear Norm and his three Arctic lemming buddies are forced out into the world once their icy home begins melting and breaking apart. Landing in New York, Norm begins life anew as a performing corporate mascot, only to discover that his new employers are directly responsible for the destruction of his polar home.",17062499.0,86.0,Bear to be different
11683.0,en,Land of the Dead,18.291,2005-06-24,6.2,1134.0,"['Horror', 'Science Fiction', 'Thriller']","The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.",46770602.0,93.0,The dead shall inherit the Earth.
152259.0,en,Phantom,38.822,2013-01-03,5.9,234.0,['Thriller'],"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.",1034589.0,99.0,You will never see it coming.
34806.0,en,The Back-Up Plan,18.998,2010-04-23,6.1,1169.0,"['Comedy', 'Romance']","When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",77477008.0,106.0,"Fall in love, get married, have a baby. Not necessarily in that order."
669671.0,en,Night Teeth,367.303,2021-10-20,6.8,299.0,"['Horror', 'Thriller', 'Action']","A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",0.0,107.0,Paint the town red.
1923.0,en,Twin Peaks: Fire Walk with Me,12.189,1992-06-03,7.3,1379.0,"['Drama', 'Mystery', 'Horror']","In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.",4160851.0,135.0,Meet Laura Palmer... In a town where nothing is as it seems... And everyone has something to hide.
25196.0,en,Crazy Heart,16.641,2009-12-16,6.9,744.0,"['Drama', 'Music', 'Romance']","When reporter Jean Craddock interviews Bad Blake—an alcoholic, seen-better-days country music legend—they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son.",47405566.0,112.0,"The harder the life, the sweeter the song."
105379.0,hi,Blood Money,38.939,2012-03-31,6.1,7.0,"['Drama', 'Action', 'Thriller']","In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",0.0,110.0,Success comes at a price.
24929.0,en,Return of the Living Dead Part II,22.73,1988-01-15,6.3,387.0,"['Comedy', 'Horror']","A group of kids discover one of the drums containing a rotting corpse and release the 2-4-5 Trioxin gas into the air, causing the dead to once again rise from the grave and seek out brains.",9205924.0,89.0,Just when you thought it was safe to be dead.
17037.0,en,I'll Be Home for Christmas,12.473,1998-11-13,5.8,223.0,"['Comedy', 'Family']","Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",0.0,86.0,Somewhere between L.A. and N.Y. Jake found the meaning of Christmas.
